train_losses,train_accs,val_losses,val_accs
0.6351714452376237,0.6697898921067575,1.9148807666249383,0.45930232558139533
0.30219063354102343,0.8622941510505394,0.9708539998294631,0.6453488372093024
0.15658851264900453,0.9434980124929018,0.08218941615093543,0.9883720930232558
0.09433688720067342,0.9699034639409426,6.47697821088379,0.4604651162790698
0.0759941223622845,0.9750141964792731,4.894832763968208,0.5627906976744186
0.09418246861723428,0.9645088018171494,1.0998872466905056,0.7837209302325582
0.08357836335251394,0.9716070414537195,0.2683650405999679,0.922093023255814
0.05589597388002854,0.9806927881885292,0.06715692211367207,0.9709302325581395
0.04675167126828587,0.9838160136286201,0.010487209876306157,0.9976744186046511
0.10673726837859733,0.9772856331629756,0.10391967076617659,0.9627906976744186
0.0577370613333056,0.9823963657013061,0.030295446243178082,0.9906976744186047
0.0298326496131349,0.9911981828506531,0.05085556010251619,0.9720930232558139
0.041816130089615516,0.988358886996025,0.015803780798941496,0.9930232558139535
0.022841128937101416,0.9968767745599092,0.0009248025712243665,1.0
0.06286416135399041,0.9806927881885292,0.9767352885206088,0.8069767441860465
