train_losses,train_accs,val_losses,val_accs
0.7681938913159483,0.6294928606597735,0.45352330263925805,0.8405365126676602
0.4659029204310395,0.7693254554406697,0.2916291520275644,0.8934426229508197
0.3575485185610028,0.8234859675036927,0.41380016374941553,0.815946348733234
0.336434553809992,0.8394879369768586,0.18913756184855673,0.9292101341281669
0.2801915578485474,0.8638601674052191,0.21980338966282684,0.9180327868852459
0.29800321414010733,0.8584441161989168,0.15696349990841035,0.9418777943368107
0.31950902677779125,0.8463810930576071,0.2758391816523077,0.8874813710879285
0.24612380696211275,0.8838010832102413,0.12448780777049251,0.9575260804769001
0.312485800630699,0.8547513540128016,0.30610036551353825,0.8666169895678092
0.26882180835553043,0.8732151649433777,0.1503151921490371,0.9411326378539493
0.27100461935551146,0.8746922698178238,0.2680461893139528,0.8800298062593145
0.2703391533550315,0.8677991137370753,0.14353870842261954,0.9478390461997019
0.25066795005045067,0.8865091088133924,0.14460405698194395,0.9433681073025335
0.21437684817635638,0.9044805514524865,0.12411880439494266,0.9493293591654247
0.29397595893796974,0.8894633185622846,0.10598317503895165,0.9575260804769001
0.23951409255543094,0.8894633185622846,0.09801759671728676,0.9634873323397913
0.21950069391058655,0.8983259478089611,0.09674472204584038,0.9612518628912071
0.21575761552694744,0.9037419990152634,0.10773522513426433,0.9567809239940388
0.21445691004014156,0.9005416051206302,0.1372039851922302,0.9411326378539493
0.26471993330074106,0.8744460856720827,0.16271151139083884,0.9418777943368107
0.3114995957740883,0.862875430822255,0.15636196479521422,0.9344262295081968
0.23587601209484685,0.897587395371738,0.1523076542413806,0.940387481371088
0.2706019629203663,0.8823239783357951,0.1491747166686293,0.9463487332339792
0.16998822770015462,0.9222058099458394,0.09283800926857502,0.9612518628912071
0.15148771762495905,0.9320531757754801,0.08994685388909203,0.9649776453055141
0.15506433588489305,0.9276218611521418,0.08965983571502809,0.9634873323397913
0.15254631179465553,0.9330379123584441,0.09248987646938948,0.9634873323397913
0.15717236379410807,0.9281142294436239,0.08540291760529024,0.96274217585693
0.154284658995787,0.9286065977351059,0.08047173643039456,0.966467958271237
0.14694556021901567,0.9350073855243722,0.07666396875385065,0.9731743666169895
0.15691018730812656,0.9256523879862137,0.08577712131889276,0.9672131147540983
0.14258699686684478,0.9345150172328902,0.08565686069863536,0.970193740685544
0.1603520552913739,0.9281142294436239,0.08809288055539524,0.9657228017883756
0.16877306226318275,0.9202363367799113,0.07985095882081884,0.9716840536512668
0.1508076027857037,0.9359921221073363,0.09045554878558787,0.9694485842026825
0.14889188198827383,0.9347612013786312,0.08768007561420162,0.9657228017883756
0.16158968281352848,0.9256523879862137,0.0805614930988111,0.9679582712369598
0.13640308520925326,0.9387001477104875,0.08237465405926667,0.9687034277198212
0.13731497074440707,0.9384539635647464,0.07912412031527355,0.9694485842026825
0.1354841798925259,0.9354997538158543,0.07486350880693189,0.9709388971684053
0.15404527536116716,0.9327917282127031,0.07972535963457088,0.9687034277198212
0.15482653815328606,0.9342688330871491,0.07749637576766455,0.9694485842026825
0.13578575770333995,0.9411619891678976,0.0968161085500964,0.96274217585693
0.14679443078687576,0.9342688330871491,0.08351399799415817,0.970193740685544
0.14558771873024975,0.9278680452978828,0.07507831823471088,0.970193740685544
0.1371028812741494,0.9337764647956671,0.07385701877250772,0.9746646795827124
0.14587946539730068,0.9352535696701132,0.08198294395558565,0.9672131147540983
0.15131527613701784,0.931068439192516,0.08562558674989534,0.966467958271237
0.13493701888204324,0.9332840965041851,0.07421896371113573,0.9769001490312966
0.14566669005929955,0.9286065977351059,0.08904223279794332,0.966467958271237
