train_losses,train_accs,val_losses,val_accs
0.8460087350436619,0.6448234590065829,0.4572394944727421,0.8125
0.5676233625128155,0.7564332734889287,0.20645013642497362,0.9625
0.4637714737937564,0.8114901256732495,0.13197148479521276,0.96875
0.4383766194184621,0.8201675643327349,0.5364166999235749,0.79375
0.4525835217464538,0.8189706762417714,0.2198485782602802,0.91875
0.41243602356740405,0.8285457809694794,0.12426349781453609,0.95625
0.4012013819246065,0.8420107719928187,0.06296727710869163,0.975
0.35550436952284403,0.8545780969479354,0.05045403502881527,0.975
0.3537346737725394,0.8677438659485338,0.11274530105292797,0.96875
0.3816231343008223,0.8560742070616397,0.09380851453570357,0.96875
0.41661933142514457,0.8414123279473369,0.0768378726352239,0.96875
0.4260918638535908,0.8432076600837821,0.16118787975283339,0.9375
0.4457621304407006,0.8336325553560742,0.1594999278895557,0.93125
0.3932352862187794,0.8524835427887493,0.06862287312978879,0.975
0.24722459004038855,0.9057450628366248,0.04488114812411368,0.98125
0.2624045065471104,0.8967684021543986,0.07843276156345383,0.96875
0.2531585868625414,0.8940754039497307,0.07255602887307759,0.9625
0.2567193220768656,0.8973668461998803,0.06946279542171396,0.96875
0.25375809520483017,0.905146618791143,0.07466545769711956,0.975
0.23247337185201192,0.9066427289048474,0.10001371862272208,0.95
0.2569327272119976,0.9000598444045482,0.05334941909241024,0.96875
0.22559086439155396,0.912327947336924,0.060537627123994756,0.96875
0.23176074808552152,0.9093357271095153,0.05680358713725582,0.98125
0.23927837000006721,0.9042489527229204,0.06899602061748737,0.9625
0.2249217486807278,0.909934171154997,0.04932113478280371,0.98125
0.2215374320035889,0.9126271693596649,0.0774842267506756,0.96875
0.22072675919958523,0.9180131657690006,0.06403886063344544,0.975
0.23567049851020178,0.90754039497307,0.06124284057295881,0.9875
0.2440824893258867,0.905146618791143,0.0847350280469982,0.9625
0.213691225896279,0.9180131657690006,0.07227588293899316,0.96875
0.23078685072915894,0.9039497307001796,0.07826539877278264,0.9625
0.23580646717122622,0.9063435068821065,0.06030665768776089,0.96875
0.22289100551889057,0.9081388390185517,0.05853496251511388,0.975
0.23837148366229874,0.9072411729503291,0.0983257929678075,0.96875
0.23042949462930362,0.9153201675643328,0.06671284550102427,0.975
