train_losses,train_accs,val_losses,val_accs
0.4437023792583663,0.7935028248587571,0.17568372794517018,0.9417910447761194
0.1316746194419023,0.9466101694915254,0.05791350096145228,0.9798507462686568
0.06866169958333443,0.9737288135593221,0.008484925394885153,0.9992537313432835
0.03318874804126854,0.9870056497175141,0.09805231368511884,0.9567164179104478
0.06811743485112046,0.9734463276836158,0.5857020397290311,0.826865671641791
0.05347817775222834,0.976271186440678,0.02283524844893052,0.9940298507462687
0.020747466411898837,0.9926553672316384,0.006182880840139573,0.9992537313432835
0.03628727676963585,0.9864406779661017,0.0011008596036065552,1.0
0.0035695139470647576,0.9991525423728813,0.00034925103773410964,1.0
0.027427999405132665,0.9889830508474576,0.007553939132791803,0.9985074626865672
0.025820673725500634,0.9895480225988701,0.006697731753385077,0.9977611940298508
0.013480413833193624,0.9954802259887006,0.011362562027378382,0.9977611940298508
0.03319587785491577,0.9858757062146892,0.000952618165217015,1.0
0.02968476765995178,0.9870056497175141,0.04473095042994232,0.9828358208955223
0.034585594342757216,0.9850282485875707,0.0013220419513903434,1.0
