train_losses,train_accs,val_losses,val_accs
0.7927316748946281,0.6784077517349745,0.9846641083558401,0.6774869109947644
0.2900601344409099,0.8914495220636376,0.4314810365438461,0.8774869109947644
0.13387402680909036,0.9561346078302999,0.13812970022360485,0.9581151832460733
0.06279307258194586,0.9803587796255074,0.10078768876070777,0.9675392670157068
0.06316027965271946,0.9799659552180175,0.041787314872878296,0.9842931937172775
0.04569865139074639,0.9858583213303653,0.014925754361320287,0.993717277486911
0.021307319253035258,0.9943695168259787,0.028002017435695355,0.9884816753926702
0.040741010207612706,0.9870367945528349,0.048238834055761494,0.9801047120418848
0.03532585787515509,0.9891318580594475,0.04113500512127454,0.987434554973822
0.026389014654075355,0.992143511850203,0.004458122565362525,0.9979057591623036
