train_losses,train_accs,val_losses,val_accs
1.0572165633950914,0.47738693467336685,0.9125011611816495,0.6375
0.764821492667709,0.6376326074818537,0.7571501541276311,0.7338235294117647
0.6642172480268138,0.7021217197096594,0.7426152999058019,0.6845588235294118
0.5957168694585562,0.7356225572305974,0.6038750767881094,0.7889705882352941
0.546577511621373,0.7593523171412618,0.5771684739305529,0.7808823529411765
0.5148902285311904,0.7788944723618091,0.5529143207294996,0.7735294117647059
0.5044884636465993,0.7727526521496371,0.4806125488478777,0.8389705882352941
0.46115801616438795,0.803461753210497,0.47979985552211835,0.8345588235294118
0.45004560026739326,0.8076493579006142,0.4425668812378548,0.8779411764705882
0.43465021984385593,0.8096035734226689,0.41812982304065033,0.8794117647058823
0.42362892082227127,0.818537130094919,0.4293513027517948,0.875
0.4080396673775145,0.8227247347850363,0.3957378660805177,0.8713235294117647
0.42198984724070343,0.8051367950865438,0.3799248075242652,0.8845588235294117
0.39741251591060844,0.8299832495812395,0.3690805514667963,0.8963235294117647
0.39098248524325235,0.8213288665549973,0.41265254710302796,0.8404411764705882
0.38285871568535057,0.8271915131211613,0.3456749493082942,0.8911764705882353
0.375600398385099,0.8266331658291457,0.3733201787243922,0.8683823529411765
0.3680481107107231,0.8313791178112786,0.34371724735598924,0.8830882352941176
0.35672007886958973,0.8458961474036851,0.3430960873185202,0.8889705882352941
0.3538180161267519,0.835287548855388,0.311549641603474,0.9066176470588235
0.34470531730247395,0.8403126744835288,0.3217797302424388,0.8941176470588236
0.3558242090844682,0.8350083752093802,0.3778515531455416,0.8566176470588235
0.3380478366411158,0.8498045784477946,0.30415463636001183,0.8985294117647059
0.34999792331031393,0.8366834170854272,0.30636868709806614,0.9095588235294118
0.35663195526493446,0.8291457286432161,0.2805223115178388,0.9169117647058823
0.3370343287741499,0.8514796203238414,0.28020624163950425,0.9147058823529411
0.33138898347637485,0.8500837520938024,0.304978811615255,0.8919117647058824
0.3265364393591881,0.8456169737576773,0.28858579688727165,0.9110294117647059
0.33661593796153155,0.8422668900055835,0.28554533579018576,0.9088235294117647
0.32778754697314333,0.8453378001116695,0.27395258301078496,0.9117647058823529
0.33056855999997686,0.8431044109436069,0.3154514685143219,0.8786764705882353
0.3289653974186097,0.8470128419877163,0.2607160037962806,0.9220588235294118
0.31520841111029896,0.8500837520938024,0.27347850202593604,0.9022058823529412
0.3216184675693512,0.8498045784477946,0.2536872454152746,0.9227941176470589
0.3158297163567373,0.8606923506420994,0.2808180061929729,0.9044117647058824
0.2868335521114724,0.8682300390843104,0.2554356005519282,0.9183823529411764
0.3210024521020906,0.8498045784477946,0.2644082119398707,0.913235294117647
0.3151953821735723,0.850642099385818,0.2668901215480684,0.9080882352941176
0.31773424254996435,0.8489670575097711,0.3105634561398738,0.8904411764705882
0.30919085356539916,0.8509212730318257,0.2658379317510353,0.9088235294117647
0.29254735234592644,0.8659966499162479,0.24597422564727103,0.9213235294117647
0.2949839292892388,0.864321608040201,0.2488906977137789,0.9161764705882353
0.2806524449427213,0.8791178112786153,0.2519709991486093,0.9205882352941176
0.2827140563832862,0.8726968174204355,0.23431420222542054,0.9308823529411765
0.287385436772768,0.8721384701284198,0.24017727181050103,0.9279411764705883
0.29336717731452416,0.8651591289782244,0.2572763695944707,0.9147058823529411
0.2980881313394223,0.8654383026242323,0.24296816358028717,0.9220588235294118
0.28546417045540046,0.8713009491903965,0.24737607349701182,0.9220588235294118
0.2899513831362128,0.8640424343941931,0.23978826794556754,0.9272058823529412
0.2845911156120045,0.8724176437744277,0.24100918591910497,0.9220588235294118
